"ligand","receptor","LR pair"
"Sele","Ceacam1","Sele - Ceacam1"
"Cldn11","Cldn11","Cldn11 - Cldn11"
"Clec2d","Klrb1b","Clec2d - Klrb1b"
"Clec2g","Klrb1","Clec2g - Klrb1"
"Clec2h","Klrb1","Clec2h - Klrb1"
"Clec2i","Klrb1","Clec2i - Klrb1"
"Clec2f","Klrb1f","Clec2f - Klrb1f"
"Clec2g","Klrb1f","Clec2g - Klrb1f"
"Clec2i","Klrb1f","Clec2i - Klrb1f"
"Nfasc","Cntn1,Cntnap1","Nfasc - Cntn1,Cntnap1"
"Cntn2","Cntn2,Cntnap2","Cntn2 - Cntn2,Cntnap2"
"Cntn2","L1cam","Cntn2 - L1cam"
"Cntn2","Cntn2","Cntn2 - Cntn2"
"Cntn1","Nrcam","Cntn1 - Nrcam"
"Cspg4","Itga3,Itgb1","Cspg4 - Itga3,Itgb1"
"Dsc1","Dsg1c","Dsc1 - Dsg1c"
"Dsc1","Dsg2","Dsc1 - Dsg2"
"Dsc2","Dsg1c","Dsc2 - Dsg1c"
"Dsc2","Dsg2","Dsc2 - Dsg2"
"Dsg1c","Dsc3","Dsg1c - Dsc3"
"Dsg2","Dsc3","Dsg2 - Dsc3"
"Esam","Esam","Esam - Esam"
"Gp1ba","Itgam,Itgb2","Gp1ba - Itgam,Itgb2"
"Icam1","Itgax,Itgb2","Icam1 - Itgax,Itgb2"
"Icam1","Itgal,Itgb2","Icam1 - Itgal,Itgb2"
"Icam2","Itgal,Itgb2","Icam2 - Itgal,Itgb2"
"Icam1","Itgam,Itgb2","Icam1 - Itgam,Itgb2"
"Icam2","Itgam,Itgb2","Icam2 - Itgam,Itgb2"
"Icam1","Itgal,Itgb2l","Icam1 - Itgal,Itgb2l"
"Icam2","Itgal,Itgb2l","Icam2 - Itgal,Itgb2l"
"Icam1","Itgam,Itgb2l","Icam1 - Itgam,Itgb2l"
"Icam2","Itgam,Itgb2l","Icam2 - Itgam,Itgb2l"
"Icam1","Spn","Icam1 - Spn"
"Icam5","Cd209a","Icam5 - Cd209a"
"Icam5","Cd209f","Icam5 - Cd209f"
"Itgal,Itgb2","Cd226","Itgal,Itgb2 - Cd226"
"Itgal,Itgb2","Icam1","Itgal,Itgb2 - Icam1"
"Itgal,Itgb2","Icam2","Itgal,Itgb2 - Icam2"
"Itgal,Itgb2l","Cd226","Itgal,Itgb2l - Cd226"
"Itgal,Itgb2l","Icam1","Itgal,Itgb2l - Icam1"
"Itgal,Itgb2l","Icam2","Itgal,Itgb2l - Icam2"
"Jam2","Itga3,Itgb1","Jam2 - Itga3,Itgb1"
"Jam2","Itgav,Itgb1","Jam2 - Itgav,Itgb1"
"Jam3","Itgam,Itgb2","Jam3 - Itgam,Itgb2"
"F11r","Itgal,Itgb2","F11r - Itgal,Itgb2"
"Jam3","Itgam,Itgb2l","Jam3 - Itgam,Itgb2l"
"Jam2","Jam3","Jam2 - Jam3"
"F11r","F11r","F11r - F11r"
"F11r","Jam2","F11r - Jam2"
"F11r","Jam3","F11r - Jam3"
"Jam2","F11r","Jam2 - F11r"
"Jam2","Jam2","Jam2 - Jam2"
"Jam3","F11r","Jam3 - F11r"
"Jam3","Jam2","Jam3 - Jam2"
"Jam3","Jam3","Jam3 - Jam3"
"L1cam","Itgav,Itgb3","L1cam - Itgav,Itgb3"
"L1cam","Itga4,Itgb7","L1cam - Itga4,Itgb7"
"L1cam","L1cam","L1cam - L1cam"
"Lair1","Pira2","Lair1 - Pira2"
"Lck","Cd8a,Cd8b1","Lck - Cd8a,Cd8b1"
"Madcam1","Itga4,Itgb7","Madcam1 - Itga4,Itgb7"
"Mag","Mag","Mag - Mag"
"H2-T23","Klrd1,Klrc1","H2-T23 - Klrd1,Klrc1"
"H2-T23","Klrd1,Klrc2","H2-T23 - Klrd1,Klrc2"
"H2-M2","Cd8a","H2-M2 - Cd8a"
"H2-M3","Cd8a","H2-M3 - Cd8a"
"H2-M9","Cd8a","H2-M9 - Cd8a"
"H2-Q1","Cd8a","H2-Q1 - Cd8a"
"H2-Q10","Cd8a","H2-Q10 - Cd8a"
"H2-Q2","Cd8a","H2-Q2 - Cd8a"
"H2-Q7","Cd8a","H2-Q7 - Cd8a"
"H2-Q8","Cd8a","H2-Q8 - Cd8a"
"H2-T22","Cd8a","H2-T22 - Cd8a"
"H2-T23","Cd8a","H2-T23 - Cd8a"
"H2-T24","Cd8a","H2-T24 - Cd8a"
"H2-T3","Cd8a","H2-T3 - Cd8a"
"H2-T9","Cd8a","H2-T9 - Cd8a"
"H2-M10.4","Cd8a","H2-M10.4 - Cd8a"
"H2-M11","Cd8a","H2-M11 - Cd8a"
"H2-M1","Cd8a","H2-M1 - Cd8a"
"H2-M10.5","Cd8a","H2-M10.5 - Cd8a"
"H2-M10.2","Cd8a","H2-M10.2 - Cd8a"
"H2-M10.6","Cd8a","H2-M10.6 - Cd8a"
"H2-T10","Cd8a","H2-T10 - Cd8a"
"H2-Q6","Cd8a","H2-Q6 - Cd8a"
"H2-M10.3","Cd8a","H2-M10.3 - Cd8a"
"H2-Bl","Cd8a","H2-Bl - Cd8a"
"H2-D1","Cd8a","H2-D1 - Cd8a"
"H2-K1","Cd8a","H2-K1 - Cd8a"
"H2-M10.1","Cd8a","H2-M10.1 - Cd8a"
"H2-T18","Cd8a","H2-T18 - Cd8a"
"H2-Q9","Cd8a","H2-Q9 - Cd8a"
"Gm8909","Cd8a","Gm8909 - Cd8a"
"H2-L","Cd8a","H2-L - Cd8a"
"Gm10499","Cd8a","Gm10499 - Cd8a"
"H2-Q4","Cd8a","H2-Q4 - Cd8a"
"H2-T-ps","Cd8a","H2-T-ps - Cd8a"
"Gm11127","Cd8a","Gm11127 - Cd8a"
"H2-M5","Cd8a","H2-M5 - Cd8a"
"Gm7030","Cd8a","Gm7030 - Cd8a"
"H2-M2","Cd8b1","H2-M2 - Cd8b1"
"H2-M3","Cd8b1","H2-M3 - Cd8b1"
"H2-M9","Cd8b1","H2-M9 - Cd8b1"
"H2-Q1","Cd8b1","H2-Q1 - Cd8b1"
"H2-Q10","Cd8b1","H2-Q10 - Cd8b1"
"H2-Q2","Cd8b1","H2-Q2 - Cd8b1"
"H2-Q7","Cd8b1","H2-Q7 - Cd8b1"
"H2-Q8","Cd8b1","H2-Q8 - Cd8b1"
"H2-T22","Cd8b1","H2-T22 - Cd8b1"
"H2-T23","Cd8b1","H2-T23 - Cd8b1"
"H2-T24","Cd8b1","H2-T24 - Cd8b1"
"H2-T3","Cd8b1","H2-T3 - Cd8b1"
"H2-T9","Cd8b1","H2-T9 - Cd8b1"
"H2-M10.4","Cd8b1","H2-M10.4 - Cd8b1"
"H2-M11","Cd8b1","H2-M11 - Cd8b1"
"H2-M1","Cd8b1","H2-M1 - Cd8b1"
"H2-M10.5","Cd8b1","H2-M10.5 - Cd8b1"
"H2-M10.2","Cd8b1","H2-M10.2 - Cd8b1"
"H2-M10.6","Cd8b1","H2-M10.6 - Cd8b1"
"H2-T10","Cd8b1","H2-T10 - Cd8b1"
"H2-Q6","Cd8b1","H2-Q6 - Cd8b1"
"H2-M10.3","Cd8b1","H2-M10.3 - Cd8b1"
"H2-Bl","Cd8b1","H2-Bl - Cd8b1"
"H2-D1","Cd8b1","H2-D1 - Cd8b1"
"H2-K1","Cd8b1","H2-K1 - Cd8b1"
"H2-M10.1","Cd8b1","H2-M10.1 - Cd8b1"
"H2-T18","Cd8b1","H2-T18 - Cd8b1"
"H2-Q9","Cd8b1","H2-Q9 - Cd8b1"
"Gm8909","Cd8b1","Gm8909 - Cd8b1"
"H2-L","Cd8b1","H2-L - Cd8b1"
"Gm10499","Cd8b1","Gm10499 - Cd8b1"
"H2-Q4","Cd8b1","H2-Q4 - Cd8b1"
"H2-T-ps","Cd8b1","H2-T-ps - Cd8b1"
"Gm11127","Cd8b1","Gm11127 - Cd8b1"
"H2-M5","Cd8b1","H2-M5 - Cd8b1"
"Gm7030","Cd8b1","Gm7030 - Cd8b1"
"H2-BI","Kir3dl1","H2-BI - Kir3dl1"
"H2-D","Klra","H2-D - Klra"
"H2-K1","Klra","H2-K1 - Klra"
"Raet1a","Klrk1","Raet1a - Klrk1"
"H60a","Klrk1","H60a - Klrk1"
"H2-Ea-ps","Cd4","H2-Ea-ps - Cd4"
"H2-Aa","Cd4","H2-Aa - Cd4"
"H2-Ab1","Cd4","H2-Ab1 - Cd4"
"H2-Eb1","Cd4","H2-Eb1 - Cd4"
"H2-DMa","Cd4","H2-DMa - Cd4"
"H2-DMb1","Cd4","H2-DMb1 - Cd4"
"H2-DMb2","Cd4","H2-DMb2 - Cd4"
"H2-Oa","Cd4","H2-Oa - Cd4"
"H2-Ob","Cd4","H2-Ob - Cd4"
"Mpz","Mpzl1","Mpz - Mpzl1"
"Mpz","Mpz","Mpz - Mpz"
"Mpzl1","Mpzl1","Mpzl1 - Mpzl1"
"Ncam1","Ncam1","Ncam1 - Ncam1"
"Ncam1","Ncam2","Ncam1 - Ncam2"
"Ncam1","L1cam","Ncam1 - L1cam"
"Ncam2","L1cam","Ncam2 - L1cam"
"Nectin1","Cadm3","Nectin1 - Cadm3"
"Nectin1","Nectin4","Nectin1 - Nectin4"
"Nectin3","Nectin1","Nectin3 - Nectin1"
"Nectin3","Nectin2","Nectin3 - Nectin2"
"Nectin3","Pvr","Nectin3 - Pvr"
"Nectin1","Nectin3","Nectin1 - Nectin3"
"Negr1","Negr1","Negr1 - Negr1"
"Lrrc4c","Ntng1","Lrrc4c - Ntng1"
"Lrrc4","Ntng2","Lrrc4 - Ntng2"
"Lrrc4b","Ptprf","Lrrc4b - Ptprf"
"Ulbp1","Klrk1,Hcst","Ulbp1 - Klrk1,Hcst"
"Nrxn1","Nlgn1","Nrxn1 - Nlgn1"
"Nrxn1","Nlgn2","Nrxn1 - Nlgn2"
"Nrxn1","Nlgn3","Nrxn1 - Nlgn3"
"Nrxn2","Nlgn1","Nrxn2 - Nlgn1"
"Nrxn2","Nlgn2","Nrxn2 - Nlgn2"
"Nrxn2","Nlgn3","Nrxn2 - Nlgn3"
"Nrxn3","Nlgn1","Nrxn3 - Nlgn1"
"Nrxn3","Nlgn2","Nrxn3 - Nlgn2"
"Nrxn3","Nlgn3","Nrxn3 - Nlgn3"
"Ocln","Ocln","Ocln - Ocln"
"Pecam1","Pecam1","Pecam1 - Pecam1"
"Ptprm","Ptprm","Ptprm - Ptprm"
"Pvr","Cd226","Pvr - Cd226"
"Pvr","Tigit","Pvr - Tigit"
"Sele","Cd44","Sele - Cd44"
"Sele","Glg1","Sele - Glg1"
"Sell","Cd34","Sell - Cd34"
"Sell","Podxl","Sell - Podxl"
"Sell","Glycam1","Sell - Glycam1"
"Sell","Madcam1","Sell - Madcam1"
"Sema4a","Nrp1,Plxna1","Sema4a - Nrp1,Plxna1"
"Sema4a","Nrp1,Plxna2","Sema4a - Nrp1,Plxna2"
"Sema4a","Nrp1,Plxna3","Sema4a - Nrp1,Plxna3"
"Sema4a","Nrp1,Plxna4","Sema4a - Nrp1,Plxna4"
"Sema4a","Plxnb1","Sema4a - Plxnb1"
"Sema4a","Plxnb2","Sema4a - Plxnb2"
"Sema4a","Plxnb3","Sema4a - Plxnb3"
"Sema4d","Plxnb3","Sema4d - Plxnb3"
"Sema4a","Timd2","Sema4a - Timd2"
"Sema5a","Plxna1","Sema5a - Plxna1"
"Sema5b","Plxna1","Sema5b - Plxna1"
"Sema5a","Plxna3","Sema5a - Plxna3"
"Sema5b","Plxna3","Sema5b - Plxna3"
"Sema6d","Plxna1,Kdr","Sema6d - Plxna1,Kdr"
"Sema6d","Plxna1,Trem2,Tyrobp","Sema6d - Plxna1,Trem2,Tyrobp"
"Sema6b","Plxna2","Sema6b - Plxna2"
"Sema6b","Plxna4","Sema6b - Plxna4"
"Sema7a","Itgb1,Itga1","Sema7a - Itgb1,Itga1"
"Siglec1","Spn","Siglec1 - Spn"
"Thy1","Itgam,Itgb2","Thy1 - Itgam,Itgb2"
"Thy1","Itgax,Itgb2","Thy1 - Itgax,Itgb2"
"Thy1","Itgav,Itgb3","Thy1 - Itgav,Itgb3"
"Tigit","Nectin2","Tigit - Nectin2"
"Tigit","Pvr","Tigit - Pvr"
"Itga4,Itgb1","Vcam1","Itga4,Itgb1 - Vcam1"
"Itga9,Itgb1","Vcam1","Itga9,Itgb1 - Vcam1"
"Itga4,Itgb7","Vcam1","Itga4,Itgb7 - Vcam1"
"Vsir","Igsf11","Vsir - Igsf11"
"1700013F07Rik","Plscr4","1700013F07Rik - Plscr4"
"9530003J23Rik","Itgal","9530003J23Rik - Itgal"
"Apoa1","Abca1","Apoa1 - Abca1"
"Apoe","Abca1","Apoe - Abca1"
"Ghrl","Ace2","Ghrl - Ace2"
"Ccl21d","Ackr2","Ccl21d - Ackr2"
"Ccl9","Ackr2","Ccl9 - Ackr2"
"Ccl20","Ackr4","Ccl20 - Ackr4"
"Ccl21d","Ackr4","Ccl21d - Ackr4"
"Inhba","Acvr1,Acvr2a","Inhba - Acvr1,Acvr2a"
"Inhba,Inhbb","Acvr1,Acvr2a","Inhba,Inhbb - Acvr1,Acvr2a"
"Inhbb","Acvr1,Acvr2a","Inhbb - Acvr1,Acvr2a"
"Inhba","Acvr1,Acvr2b","Inhba - Acvr1,Acvr2b"
"Inhba,Inhbb","Acvr1,Acvr2b","Inhba,Inhbb - Acvr1,Acvr2b"
"Inhbb","Acvr1,Acvr2b","Inhbb - Acvr1,Acvr2b"
"Gdf1","Acvr1","Gdf1 - Acvr1"
"Gdf10","Acvr1","Gdf10 - Acvr1"
"Lefty1","Acvr1","Lefty1 - Acvr1"
"Tgfb1","Acvr1,Tgfbr1","Tgfb1 - Acvr1,Tgfbr1"
"Tgfb1","Tgfbr2,Acvr1","Tgfb1 - Tgfbr2,Acvr1"
"Tgfb2","Acvr1,Tgfbr1","Tgfb2 - Acvr1,Tgfbr1"
"Tgfb2","Tgfbr2,Acvr1","Tgfb2 - Tgfbr2,Acvr1"
"Tgfb3","Acvr1,Tgfbr1","Tgfb3 - Acvr1,Tgfbr1"
"Tgfb3","Tgfbr2,Acvr1","Tgfb3 - Tgfbr2,Acvr1"
"Bmp3","Acvr1b,Acvr2a","Bmp3 - Acvr1b,Acvr2a"
"Gdf1","Acvr1b,Acvr2a","Gdf1 - Acvr1b,Acvr2a"
"Gdf11","Acvr1b,Acvr2a","Gdf11 - Acvr1b,Acvr2a"
"Gdf3","Acvr1b,Acvr2a","Gdf3 - Acvr1b,Acvr2a"
"Nodal","Acvr1b,Acvr2a","Nodal - Acvr1b,Acvr2a"
"Gdf1","Acvr1b,Acvr2b","Gdf1 - Acvr1b,Acvr2b"
"Gdf10","Acvr1b,Acvr2b","Gdf10 - Acvr1b,Acvr2b"
"Gdf3","Acvr1b,Acvr2b","Gdf3 - Acvr1b,Acvr2b"
"Nodal","Acvr1b,Acvr2b","Nodal - Acvr1b,Acvr2b"
"Nodal","Acvr1b,Acvr2b,Tdgf1","Nodal - Acvr1b,Acvr2b,Tdgf1"
"Bmp15","Acvr1b","Bmp15 - Acvr1b"
"Lefty1","Acvr1b","Lefty1 - Acvr1b"
"Lefty2","Acvr1b","Lefty2 - Acvr1b"
"Gdf1","Acvr1c,Acvr2a","Gdf1 - Acvr1c,Acvr2a"
"Gdf3","Acvr1c,Acvr2a","Gdf3 - Acvr1c,Acvr2a"
"Inhba","Acvr1c,Acvr2a","Inhba - Acvr1c,Acvr2a"
"Nodal","Acvr1c,Acvr2a","Nodal - Acvr1c,Acvr2a"
"Gdf1","Acvr1c,Acvr2b","Gdf1 - Acvr1c,Acvr2b"
"Gdf3","Acvr1c,Acvr2b","Gdf3 - Acvr1c,Acvr2b"
"Inhba","Acvr1c,Acvr2b","Inhba - Acvr1c,Acvr2b"
"Nodal","Acvr1c,Acvr2b","Nodal - Acvr1c,Acvr2b"
"Bmp15","Acvr1c","Bmp15 - Acvr1c"
"Gdf11","Acvr1c","Gdf11 - Acvr1c"
"Gdf9","Acvr1c","Gdf9 - Acvr1c"
"Lefty1","Acvr2a","Lefty1 - Acvr2a"
"Lefty2","Acvr2a","Lefty2 - Acvr2a"
"Bmp10","Acvrl1,Acvr2b","Bmp10 - Acvrl1,Acvr2b"
"Gdf2","Acvrl1,Acvr2b","Gdf2 - Acvrl1,Acvr2b"
"Inhbe","Acvr2b","Inhbe - Acvr2b"
"Lefty1","Acvr2b","Lefty1 - Acvr2b"
"Bmp7","Acvrl1","Bmp7 - Acvrl1"
"Ada","Adora1","Ada - Adora1"
"Ada","Adora2b","Ada - Adora2b"
"Ada","Dpp4","Ada - Dpp4"
"Adam10","Cadm1","Adam10 - Cadm1"
"Adam10","Efna3","Adam10 - Efna3"
"Adam10","Erbb2","Adam10 - Erbb2"
"Adam10","Fcer2a","Adam10 - Fcer2a"
"Adam10","Gpnmb","Adam10 - Gpnmb"
"Adam10","Il6ra","Adam10 - Il6ra"
"Adam10","Itgav","Adam10 - Itgav"
"Adam10","Lrp1","Adam10 - Lrp1"
"Adam10","Notch1","Adam10 - Notch1"
"Adam10","Notch3","Adam10 - Notch3"
"Adam10","Tspan10","Adam10 - Tspan10"
"Adam10","Tspan14","Adam10 - Tspan14"
"Adam10","Tspan15","Adam10 - Tspan15"
"Adam10","Tspan17","Adam10 - Tspan17"
"Adam10","Tspan5","Adam10 - Tspan5"
"Adam11","Itga4","Adam11 - Itga4"
"Lgi1","Adam11","Lgi1 - Adam11"
"Lgi2","Adam11","Lgi2 - Adam11"
"Lgi4","Adam11","Lgi4 - Adam11"
"Adam12","Epha1","Adam12 - Epha1"
"Adam12","Tgfbr2","Adam12 - Tgfbr2"
"Adam17","Aplp2","Adam17 - Aplp2"
"Adam17","Cd40","Adam17 - Cd40"
"Adam17","Cd9","Adam17 - Cd9"
"Adam17","Ghr","Adam17 - Ghr"
"Adam17","Itga6","Adam17 - Itga6"
"Adam17","Itgb6","Adam17 - Itgb6"
"Adam17","Nectin4","Adam17 - Nectin4"
"Adam17","Notch2","Adam17 - Notch2"
"Adam17","Rhbdf2","Adam17 - Rhbdf2"
"Adam17","Tnfrsf1a","Adam17 - Tnfrsf1a"
"Adam17","Tnfrsf1b","Adam17 - Tnfrsf1b"
"Lgi1","Adam22","Lgi1 - Adam22"
"Lgi2","Adam22","Lgi2 - Adam22"
"Lgi3","Adam22","Lgi3 - Adam22"
"Lgi4","Adam22","Lgi4 - Adam22"
"Adam23","Itga4","Adam23 - Itga4"
"Lgi1","Adam23","Lgi1 - Adam23"
"Lgi2","Adam23","Lgi2 - Adam23"
"Lgi3","Adam23","Lgi3 - Adam23"
"Lgi4","Adam23","Lgi4 - Adam23"
"Adam29","Itga4","Adam29 - Itga4"
"Adam3","Cd9","Adam3 - Cd9"
"Adam7","Itga4","Adam7 - Itga4"
"Adam7","Itgb7","Adam7 - Itgb7"
"Adamts3","Ccbe1","Adamts3 - Ccbe1"
"Adcyap1","Adrb2","Adcyap1 - Adrb2"
"Adcyap1","Adrb3","Adcyap1 - Adrb3"
"Adcyap1","Dpp4","Adcyap1 - Dpp4"
"Adcyap1","Gpr20","Adcyap1 - Gpr20"
"Adcyap1","Pth1r","Adcyap1 - Pth1r"
"Adcyap1","Ramp2","Adcyap1 - Ramp2"
"Adcyap1","Ramp3","Adcyap1 - Ramp3"
"Adcyap1","Tshr","Adcyap1 - Tshr"
"Adm","Adcyap1r1","Adm - Adcyap1r1"
"Adm2","Adcyap1r1","Adm2 - Adcyap1r1"
"Avp","Adcyap1r1","Avp - Adcyap1r1"
"Calca","Adcyap1r1","Calca - Adcyap1r1"
"Calcb","Adcyap1r1","Calcb - Adcyap1r1"
"Cga","Adcyap1r1","Cga - Adcyap1r1"
"Crh","Adcyap1r1","Crh - Adcyap1r1"
"Fshb","Adcyap1r1","Fshb - Adcyap1r1"
"Gcg","Adcyap1r1","Gcg - Adcyap1r1"
"Ghrh","Adcyap1r1","Ghrh - Adcyap1r1"
"Gip","Adcyap1r1","Gip - Adcyap1r1"
"Iapp","Adcyap1r1","Iapp - Adcyap1r1"
"Nps","Adcyap1r1","Nps - Adcyap1r1"
"Pomc","Adcyap1r1","Pomc - Adcyap1r1"
"Pth","Adcyap1r1","Pth - Adcyap1r1"
"Pth2","Adcyap1r1","Pth2 - Adcyap1r1"
"Pthlh","Adcyap1r1","Pthlh - Adcyap1r1"
"Rln1","Adcyap1r1","Rln1 - Adcyap1r1"
"Rln3","Adcyap1r1","Rln3 - Adcyap1r1"
"Sct","Adcyap1r1","Sct - Adcyap1r1"
"Tshb","Adcyap1r1","Tshb - Adcyap1r1"
"Wnt7a","Adgra2","Wnt7a - Adgra2"
"Wnt7b","Adgra2","Wnt7b - Adgra2"
"Adgrb1","Rtn4r","Adgrb1 - Rtn4r"
"Adgrb1","Rtn4rl1","Adgrb1 - Rtn4rl1"
"Adgrb1","Rtn4rl2","Adgrb1 - Rtn4rl2"
"Fam3c","Adgrg5","Fam3c - Adgrg5"
"Tnfsf9","Adgrg5","Tnfsf9 - Adgrg5"
"Nrg1","Adgrl1","Nrg1 - Adgrl1"
"Gpha2","Adgrv1","Gpha2 - Adgrv1"
"Ifne","Adgrv1","Ifne - Adgrv1"
"Pdgfb","Adgrv1","Pdgfb - Adgrv1"
"Xcl1","Adgrv1","Xcl1 - Adgrv1"
"Adipoq","Asgr2","Adipoq - Asgr2"
"Adipoq","Cd200r1","Adipoq - Cd200r1"
"Adipoq","Clec2d","Adipoq - Clec2d"
"Adipoq","Cnr2","Adipoq - Cnr2"
"Adipoq","Ffar3","Adipoq - Ffar3"
"Adipoq","Gpr152","Adipoq - Gpr152"
"Adipoq","Prokr2","Adipoq - Prokr2"
"Adm2","Adrb2","Adm2 - Adrb2"
"Adm2","Adrb3","Adm2 - Adrb3"
"Adm2","Gpr20","Adm2 - Gpr20"
"Adm2","Pth1r","Adm2 - Pth1r"
"Adm2","Ramp3","Adm2 - Ramp3"
"Adm2","Tshr","Adm2 - Tshr"
"Adm2","Vipr1","Adm2 - Vipr1"
"Adm","Adrb2","Adm - Adrb2"
"Adm","Adrb3","Adm - Adrb3"
"Adm","Gpr20","Adm - Gpr20"
"Adm","Pth1r","Adm - Pth1r"
"Adm","Ramp3","Adm - Ramp3"
"Adm","Tshr","Adm - Tshr"
"Adm","Vipr1","Adm - Vipr1"
"Nampt","Adora2a","Nampt - Adora2a"
"Entpd1","Adora3","Entpd1 - Adora3"
"Agt","Adra2a","Agt - Adra2a"
"Anxa1","Adra2a","Anxa1 - Adra2a"
"Apln","Adra2a","Apln - Adra2a"
"App","Adra2a","App - Adra2a"
"C3","Adra2a","C3 - Adra2a"
"Ccl19","Adra2a","Ccl19 - Adra2a"
"Ccl20","Adra2a","Ccl20 - Adra2a"
"Ccl21d","Adra2a","Ccl21d - Adra2a"
"Ccl27b","Adra2a","Ccl27b - Adra2a"
"Ccl28","Adra2a","Ccl28 - Adra2a"
"Ccl9","Adra2a","Ccl9 - Adra2a"
"Cort","Adra2a","Cort - Adra2a"
"Cxcl10","Adra2a","Cxcl10 - Adra2a"
"Cxcl11","Adra2a","Cxcl11 - Adra2a"
"Cxcl12","Adra2a","Cxcl12 - Adra2a"
"Cxcl13","Adra2a","Cxcl13 - Adra2a"
"Cxcl5","Adra2a","Cxcl5 - Adra2a"
"Cxcl9","Adra2a","Cxcl9 - Adra2a"
"Gal","Adra2a","Gal - Adra2a"
"Hc","Adra2a","Hc - Adra2a"
"Hebp1","Adra2a","Hebp1 - Adra2a"
"Insl5","Adra2a","Insl5 - Adra2a"
"Kng1","Adra2a","Kng1 - Adra2a"
"Nms","Adra2a","Nms - Adra2a"
"Nmu","Adra2a","Nmu - Adra2a"
"Npw","Adra2a","Npw - Adra2a"
"Npy","Adra2a","Npy - Adra2a"
"Pdyn","Adra2a","Pdyn - Adra2a"
"Penk","Adra2a","Penk - Adra2a"
"Pmch","Adra2a","Pmch - Adra2a"
"Pnoc","Adra2a","Pnoc - Adra2a"
"Pomc","Adra2a","Pomc - Adra2a"
"Ppbp","Adra2a","Ppbp - Adra2a"
"Pyy","Adra2a","Pyy - Adra2a"
"Rln3","Adra2a","Rln3 - Adra2a"
"Sst","Adra2a","Sst - Adra2a"
"Apob","Adrb2","Apob - Adrb2"
"Avp","Adrb2","Avp - Adrb2"
"Calca","Adrb2","Calca - Adrb2"
"Calcb","Adrb2","Calcb - Adrb2"
"Cga","Adrb2","Cga - Adrb2"
"Crh","Adrb2","Crh - Adrb2"
"Egf","Adrb2","Egf - Adrb2"
"Fshb","Adrb2","Fshb - Adrb2"
"Gcg","Adrb2","Gcg - Adrb2"
"Ghrh","Adrb2","Ghrh - Adrb2"
"Gip","Adrb2","Gip - Adrb2"
"Iapp","Adrb2","Iapp - Adrb2"
"Nps","Adrb2","Nps - Adrb2"
"Pomc","Adrb2","Pomc - Adrb2"
"Pth","Adrb2","Pth - Adrb2"
"Pth2","Adrb2","Pth2 - Adrb2"
"Pthlh","Adrb2","Pthlh - Adrb2"
"Rln1","Adrb2","Rln1 - Adrb2"
"Rln3","Adrb2","Rln3 - Adrb2"
"Rps27a","Adrb2","Rps27a - Adrb2"
"Sct","Adrb2","Sct - Adrb2"
"Trf","Adrb2","Trf - Adrb2"
"Tshb","Adrb2","Tshb - Adrb2"
"Vegfb","Adrb2","Vegfb - Adrb2"
"Vip","Adrb2","Vip - Adrb2"
"Wnt5a","Adrb2","Wnt5a - Adrb2"
"Avp","Adrb3","Avp - Adrb3"
"Calca","Adrb3","Calca - Adrb3"
"Calcb","Adrb3","Calcb - Adrb3"
"Cga","Adrb3","Cga - Adrb3"
"Crh","Adrb3","Crh - Adrb3"
"Fshb","Adrb3","Fshb - Adrb3"
"Gcg","Adrb3","Gcg - Adrb3"
"Ghrh","Adrb3","Ghrh - Adrb3"
"Gip","Adrb3","Gip - Adrb3"
"Iapp","Adrb3","Iapp - Adrb3"
"Nps","Adrb3","Nps - Adrb3"
"Pomc","Adrb3","Pomc - Adrb3"
"Pth","Adrb3","Pth - Adrb3"
"Pth2","Adrb3","Pth2 - Adrb3"
"Pthlh","Adrb3","Pthlh - Adrb3"
"Rln1","Adrb3","Rln1 - Adrb3"
"Rln3","Adrb3","Rln3 - Adrb3"
"Sct","Adrb3","Sct - Adrb3"
"Tshb","Adrb3","Tshb - Adrb3"
"Vip","Adrb3","Vip - Adrb3"
"Afdn","Epha7","Afdn - Epha7"
"Afdn","Ephb2","Afdn - Ephb2"
"Afdn","Ephb3","Afdn - Ephb3"
"Afdn","Ephb6","Afdn - Ephb6"
"Afdn","F11r","Afdn - F11r"
"Afdn","Nectin1","Afdn - Nectin1"
"Afdn","Nectin2","Afdn - Nectin2"
"Afdn","Nectin3","Afdn - Nectin3"
"Afdn","Nectin4","Afdn - Nectin4"
"Afdn","Nrxn2","Afdn - Nrxn2"
"Afdn","Nrxn3","Afdn - Nrxn3"
"Hmgb1","Ager","Hmgb1 - Ager"
"S100a9","Ager","S100a9 - Ager"
"Ttr","Ager","Ttr - Ager"
"Agrn","Itgb1","Agrn - Itgb1"
"Agrn","Lrp1","Agrn - Lrp1"
"Agrn","Lrp2","Agrn - Lrp2"
"Agt","Enpep","Agt - Enpep"
"Agt","Grm7","Agt - Grm7"
"Agt","Mtnr1a","Agt - Mtnr1a"
"Cxcl12","Agtr1a","Cxcl12 - Agtr1a"
"Agtrap","Rack1","Agtrap - Rack1"
"Icam1","Ahr","Icam1 - Ahr"
"Aimp1","Ntrk1","Aimp1 - Ntrk1"
"Alb","B2m,Fcgrt","Alb - B2m,Fcgrt"
"Alcam","Chl1","Alcam - Chl1"
"Alcam","L1cam","Alcam - L1cam"
"Alcam","Nrp1","Alcam - Nrp1"
"S100b","Alcam","S100b - Alcam"
"Alkal1","Alk","Alkal1 - Alk"
